n t
11279 189151
15123 349487
9761 141834
18995 527774
5800 49618
2660 10407
11282 189391
17382 448201
19271 546990
9727 140018
15768 451272
16770 414846
16535 405206
11039 178512
17276 440657
7506 81619
9286 127425
17261 446962
9175 122916
4427 27972
5156 38488
19879 586861
7400 87021
9586 136778
4831 34315
19487 563777
11823 207089
16335 391343
17310 445558
2830 11714
3299 16266
16670 409175
11955 210441
11938 209647
10810 170455
19153 537847
13860 281083
17203 434547
3136 14374
17777 472406
8970 118248
729 768
2861 12171
13887 284147
16966 427185
13835 283256
10749 169029
13674 281996
17369 490676
390 237
5331 43406
10478 171909
4384 30491
9304 131648
13659 275999
17396 461121
17171 468365
10567 170475
12376 223357
6162 55819
932 1307
18989 535925
9776 140246
294 142
5318 42101
1057 1669
8330 101797
5213 40128
7392 80705
7517 88459
9508 134520
9234 126216
12175 219998
14929 344082
897 1258
6644 65390
11163 186642
7189 75766
14648 317318
19276 617911
7994 95503
15250 341599
3052 13526
11347 191194
10280 159032
7516 86587
8196 100084
19076 538689
6091 55863
7873 91094
15126 333142
13766 280742
18972 537434
17073 484787
8729 112101
16789 419435
19783 596625
10240 155098
5856 50551
17535 459362
4083 24575
10714 168680
8502 104780
5569 45533
12515 234655
18526 516721
16619 406195
8733 113066
14498 308084
11497 198701
10295 156802
1436 3078
15478 351182
7616 85004
3642 19481
2236 7250
18258 492326
14137 294116
1617 3772
7668 88020
13927 282601
983 1496
13896 281968
17660 458296
10386 160560
15043 333356
11802 202888
5836 51038
4137 25354
1758 4556
8451 105399
6358 58975
18395 507138
10672 166449
18232 490652
19655 575863
18256 490133
2293 7560
14709 318556
15187 341680
16985 425435
12500 232793
18792 550169
41 3
9511 137236
567 519
14379 319452
15536 439865
15041 346637
17218 468536
17535 504256
14629 319047
285 126
9439 131671
8924 116897
4278 26964
323 160
17846 468567
14627 315513
19783 586693
15844 377105
3766 21037
14851 325850
17484 447711
5918 51316
2185 6810
11931 209712
2249 7553
18458 497045
661 657
7839 90806
12714 232644
8430 115399
834 1022
15391 349588
7085 73203
10740 167001
2126 6772
6851 69029
19512 558980
10615 165164
38 4
18475 500483
4159 25549
14890 325729
12309 225064
19559 563666
6444 61497
2743 11133
410 252
7364 80250
7425 82926
4560 30893
12015 211405
14723 316318
9743 138935
1295 2464
12900 243587
5520 45913
11956 211318
9890 145833
18413 507149
3921 22713
10661 171651
18216 491388
1969 5628
18710 510806
10144 153872
9001 121075
13260 263490
9321 182540
18396 595965
1788 4699
7397 80585
12898 244490
16067 378041
9410 130709
7300 78898
19795 580090
10248 156313
19853 599670
6786 67764
1198 2202
13373 264226
13705 282455
5390 42507
18642 513640
7281 78101
3764 21005
177 50
12530 230724
18513 500677
2467 8926
12420 229419
12089 216401
8830 131006
14774 331181
4309 26890
7087 75086
5934 51612
321 153
131 28
19620 566509
12760 239773
14304 301149
14638 317302
5578 47050
2195 7229
12847 241296
16794 417807
10890 177022
10891 175302
1424 2938
8542 106996
4325 26975
11208 189301
4617 31179
10323 159293
17095 513664
1754 7704
9618 194038
6141 59909
6847 72284
17335 446539
14303 308387
4059 23856
1422 3027
6774 66845
10542 164007
3106 14070
4728 32351
6304 58914
11795 209196
17830 470330
1897 5388
2403 9461
10144 156022
4139 25064
5317 41753
3324 16419
7692 95533
7917 91797
6107 53329
7282 78466
10597 171714
12562 232469
831 1052
7804 91174
19560 568659
12858 243059
13090 249070
18765 520910
8152 97686
7685 88599
4763 34246
11139 184040
7252 82420
1660 4149
13389 262610
13248 260251
7407 81696
993 1468
372 192
18945 528617
2589 9825
19459 561791
11158 205434
3843 21349
4241 26608
15541 361644
17339 454156
9409 130154
6885 71589
2852 16085
19690 582343
9790 140473
16994 431055
10706 169638
18138 481040
16006 377811
19475 565566
3025 13188
8226 101997
14051 292187
12447 226005
11773 200351
14920 323447
19340 559131
4111 26609
13658 388737
18634 667497
16376 415322
10495 178064
18532 662449
16702 553512
649 669
17879 525079
13621 276191
12199 225225
1498 3243
2868 13581
15495 367970
2402 8688
8860 131279
662 628
12932 293857
7757 90582
904 1225
12606 296710
16082 383926
2855 12840
1069 1778
8963 138691
1708 4424
16814 453042
89 24
8349 113610
18727 625057
15729 440484
8386 114719
18255 555699
18353 534768
11611 216940
11089 192427
17722 510022
8125 100038
15207 360104
9159 154869
14197 302252
2976 13130
13029 252126
18758 533585
5316 41355
3574 19678
10452 172144
6970 70287
15258 355964
552 582
309 160
19584 593026
6179 56224
13832 294929
6581 64795
13843 286434
3665 19948
10008 153768
9649 145107
8162 100215
14666 323696
14452 324986
9145 127209
12613 241256
12198 232403
13599 293059
4872 34953
6282 59600
2799 11987
767 872
15166 356074
14617 337376
3419 18658
3913 24059
8327 105242
781 984
5625 48544
10061 157484
2558 9705
6397 60266
16827 446504
7846 92881
10365 163391
16531 413730
13791 291369
4578 32900
7656 92285
3993 25513
3431 18535
3012 16310
5740 51006
5602 47981
15013 344766
17356 461583
15784 376850
13824 289916
10467 162094
18241 508888
6673 65007
1098 1768
5014 36714
19749 597615
10030 177164
498 457
10525 174139
17071 440414
18341 515025
5455 43720
9118 127782
17914 502879
2137 7787
5860 52628
14409 341966
16924 433961
6941 74104
15911 398995
3879 23603
12701 251642
7584 92566
10760 173586
13593 280756
15187 352146
14569 323363
80 22
16896 426887
16776 424480
16596 415782
7779 89725
17377 463673
8304 118904
4069 34655
16630 455221
19840 601640
8280 102701
13222 260509
3946 23806
3734 20334
1404 2861
14097 291751
19951 597404
10257 158242
5024 37611
7484 87188
14454 317693
18747 543745
3942 24919
2331 8015
4735 33730
6923 75589
6190 56448
13241 271592
11695 203978
1128 1953
19172 563159
3143 15477
16727 418409
19915 609561
7515 89813
18764 539268
5120 38539
15241 375331
17441 531630
11683 209637
9126 130502
793 982
3756 21661
1692 4220
13764 279191
9111 123304
14260 298969
15921 386087
8844 115471
2223 7407
8752 114393
19568 580802
2425 8637
15177 345467
8329 102407
7925 91941
2760 11140
63 16
6025 53106
9405 129536
19913 589452
19535 572205
2077 6315
9872 144290
8420 105952
17294 450308
3330 17018
9687 136267
9770 148860
15323 389525
18795 527022
14218 320376
3180 16193
7018 76075
17965 500442
19879 602336
17624 485438
19953 602335
15179 340452
15710 376191
16872 443573
12149 220097
11042 193095
7735 104922
13035 267782
3870 26112
1695 4215
17171 464753
18693 526875
15630 382258
6445 62844
19959 602334
3585 18714
8765 111091
5001 37405
13808 290522
1239 2232
18879 565413
8620 128348
16451 427647
5994 54836
4893 36786
13274 266749
6836 69953
11011 192278
8916 134456
2190 7537
14541 320947
19469 574465
8444 107884
14966 346786
7145 79881
13446 268157
3428 17350
17225 449625
4848 39408
12582 246630
16406 421727
4023 25329
5955 53638
870 1091
9044 133094
15397 362101
492 367
17682 480862
17843 531261
2612 10591
12451 249342
6868 80895
6233 82905
9700 152029
7778 95432
1234 2305
7691 93464
827 1323
17342 471936
6554 66505
6689 66270
12209 227360
7620 93341
8208 108294
13479 280245
18392 515707
18381 512455
2767 12951
6196 58239
30 2
12479 235795
6978 78863
15692 375802
7512 83980
15135 353294
17629 469579
12517 238118
14302 307968
18392 519348
3357 17333
12613 245577
566 474
18715 533812
6039 54257
1024 1574
13295 270057
4968 37655
18027 497197
2035 6216
5562 49615
15712 371379
15910 378521
16581 421778
15553 370576
18362 513574
2661 12685
11188 200100
18696 791526
491 559
9589 219276
18842 577289
8530 112187
18794 547463
11390 200819
1797 4886
16862 442692
15783 380636
1525 3523
2574 9881
7370 82134
19900 597874
5679 47217
15161 360193
6049 54526
13958 309823
13991 304464
7448 80991
13624 304782
12857 265134
11248 227107
13046 299491
2198 8181
11555 219846
8770 119295
6494 65114
9005 125789
16077 386031
6794 67308
15554 370802
14619 323637
8788 117322
17381 475748
10467 165368
510 399
13961 292090
9986 148491
17064 461440
19308 573716
19355 568049
6674 65753
3164 14896
470 331
5145 39200
15713 371437
10075 148781
10711 173434
15438 356051
15751 371816
6432 62248
951 1337
14711 336913
14544 315962
9221 140352
3624 19654
3400 17123
6776 68135
19389 570738
1224 2246
11926 220339
16440 408903
10514 167206
17905 487627
15880 386585
8826 120391
17348 466079
18133 508330
5421 46635
8349 107574
10442 168816
17319 457315
16655 425413
10604 172402
10830 173837
17940 497640
11913 219720
16198 408484
18938 555809
11286 188911
15229 358180
19622 595809
13567 272872
8988 124122
19001 560242
15311 355061
5940 52125
334 181
16991 426458
11032 191993
18828 537257
11483 201036
11720 212435
17374 471249
14951 337083
9742 169252
16834 449026
2924 12600
13354 282771
5011 37247
2785 14331
10777 187418
3622 20226
4977 37060
8602 113801
762 902
18879 534861
6824 71483
12087 224792
8610 112862
15807 386287
10435 162660
18623 528315
17783 484845
10720 176882
18753 542013
16666 420578
7197 80296
5359 41750
8821 122469
5071 38036
236 88
16333 418232
9921 154754
19616 587219
18807 599574
15824 420857
3904 23696
5259 40937
2020 6049
11878 213193
6716 69704
13446 274857
1698 4228
11508 213646
2440 8572
11262 189328
15126 344476
18718 520438
1562 3561
19223 556367
18391 516172
3238 15552
17745 465644
7948 90312
5728 48218
13500 275565
12281 224052
6276 57654
9822 140390
19004 540871
11863 212206
14111 295717
8480 105106
10461 163990
9650 139375
8176 100147
16789 412786
10444 174663
18185 526885
2967 13220
2154 7522
762 893
7825 95080
2172 7112
14351 313049
2499 9443
9840 145805
4634 32267
15503 366068
7219 81203
16804 499181
19689 587918
15775 370122
56 16
19863 595726
16257 404581
11076 208584
5071 41503
4620 31811
6802 69604
3963 22506
17245 475123
8527 105911
7772 88852
874 1164
19648 572140
7241 76086
17348 468355
9033 125032
312 155
568 501
18579 510066
767 885
12552 231856
19831 760927
11595 236282
17632 471061
14127 294942
843 1113
2784 11229
68 6
2995 13389
977 1439
5742 49213
10356 159347
6399 58818
19479 573165
5734 48321
13159 260769
11764 202477
4882 34446
9761 139618
14468 311226
6388 59873
8230 101178
14232 298411
6601 63534
4158 24556
2574 10253
18087 505108
15097 336035
7732 89179
9175 124761
19503 565405
9368 131516
11364 189082
17465 453944
7581 83331
1083 1725
16483 399977
15002 332709
7305 79613
14498 311790
19632 567566
13020 249697
5647 46895
15289 341261
11846 224526
5869 53754
15546 374805
8931 123938
8481 117046
8562 119872
16654 419368
165 45
3859 22453
6283 62395
18816 542663
15877 387223
1176 2065
16056 407768
19666 628704
17716 481276
17335 468522
14498 359214
13620 281523
12389 278938
17982 622545
16197 411447
17193 438397
17460 468343
17517 477320
6250 60902
48 14
10436 169345
73 22
15501 371766
19929 624668
2613 10473
9851 154816
18285 518707
12065 224520
15178 377311
2052 6461
19066 577848
4429 31443
5852 51163
5554 45209
4242 26948
8189 99799
18178 516018
18565 550604
18722 531420
7087 76053
13402 277454
1824 5226
2271 7637
11184 202906
13853 297131
9584 135483
1446 4014
19086 563260
17291 460912
16715 422929
19521 599209
3919 23893
12322 231472
16341 407698
5261 40862
10447 165067
15864 449685
2071 6555
11800 223831
138 29
11320 194435
2957 12916
2731 11408
2051 6910
3035 14429
12458 253553
17054 565520
12435 335958
18949 720985
6132 57401
60 7
4082 25332
3624 20492
16762 430202
18281 538493
15565 366234
14589 332022
9605 144970
7245 88751
4293 28406
17549 468966
12000 212083
4577 30692
13449 267251
11526 196287
1855 4909
13011 250613
16527 401068
1839 4984
16781 415864
15089 351075
2071 10587
17332 487273
7994 99105
2736 11825
7080 76596
19659 595277
19899 606143
5520 46793
6599 69558
6498 66049
7364 92286
6494 61621
18739 536831
13865 296531
9165 148137
12468 241135
6554 64682
13270 268816
16129 392913
14398 323008
2326 7846
17677 485446
17225 513533
12037 224607
3050 13662
8503 108698
8355 109968
6622 65687
16810 434270
12746 241215
5885 50923
1413 3019
8169 99137
13869 288522
11927 216872
7187 77172
12980 250827
14243 302453
17778 477640
12466 240249
9819 146439
13613 291119
1839 5605
13240 270360
6087 56098
19483 569100
11098 184616
16712 413556
11719 202456
6001 53637
7225 77527
3859 22537
7480 90899
11242 205950
10037 163145
11821 245918
9545 165650
16314 436385
12992 291397
19932 645816
5699 52292
4905 38803
11197 186998
18406 509061
5986 54884
3043 20860
9660 149419
8100 99402
7537 84887
11798 214635
15893 393732
18697 582790
14543 342851
14200 309836
1904 5318
14823 334701
9805 157434
4942 37729
17300 457712
5637 47982
5241 41324
3636 19742
13228 258780
2548 10108
1085 1684
14552 318868
12195 222365
11538 197335
15814 368488
19456 561146
18214 497073
932 1321
6201 57330
1297 2472
14449 310795
3255 15526
16611 430327
2259 7704
13127 287620
19461 607703
410 259
18182 506011
11461 200928
17322 462171
10145 165806
17664 476044
17670 469204
2184 7104
549 478
785 902
3908 25891
4405 33887
7742 90579
12636 239591
2759 11180
14400 315442
15931 385690
9498 141527
328 169
2217 7426
2244 10958
12291 229329
19608 625805
10536 176161
11263 196105
8038 99075
4233 26416
8750 118480
5963 53662
4520 30724
6963 75228
8979 122684
16211 402983
13265 265225
5582 45880
9473 135432
16656 422055
7688 90399
15093 346372
7360 79835
1751 5085
10650 179857
18597 546682
6220 60041
5577 46379
19633 597332
1920 5710
11806 210049
2438 9623
16273 396095
19158 556114
11007 184829
1068 1709
11358 229847
4830 34615
13833 297270
4415 32659
15011 360027
2475 8992
80 21
15414 354871
16903 421955
15590 361911
12802 239373
8910 116452
6374 59092
5086 38620
12696 235450
5167 39377
8398 104934
19575 574500
15712 382867
5857 50129
11543 198000
17742 458516
888 1157
2889 12981
8265 100473
17001 440428
3215 14860
4166 24533
5616 46823
7178 77376
12887 243178
11426 192287
7082 80053
8659 110635
17501 458390
7033 75371
18007 487723
18279 502589
7505 81336
9284 125350
9669 138099
240 92
17517 454122
10900 173843
8847 116692
3343 15973
9258 124120
7367 82708
4523 30163
10151 153855
19166 551996
15776 377686
12804 249520
2663 10263
11225 185950
17184 442517
4160 28779
16998 421756
7415 79542
11157 181233
18441 500362
15662 360646
15424 346791
14087 303741
2081 6340
11806 203921
1211 2154
13096 260523
16502 405718
3769 31200
5873 56167
15146 347999
5012 38645
438 302
11709 220757
9048 122045
7423 81815
12001 220335
16933 427575
2246 7386
9866 143564
18646 517621
3672 20119
4401 28977
82 11
9107 136924
4160 29013
18399 564283
15928 404983
11892 221216
12551 237263
13003 247411
18013 554973
625 756
5445 47487
9623 156711
8965 145708
13988 299365
12645 235086
4721 32225
16967 428542
228 85
14435 308474
15039 424058
14550 513936
10999 264030
10331 220654
17525 576432
13470 287718
8759 123496
4392 29320
12888 251513
13526 272885
10026 153180
7057 74787
14327 308181
14267 309941
16345 430391
16878 455406
44 14
18127 512129
10612 168472
12974 257438
19823 585284
6052 54635
1287 2480
244 94
14713 323484
5856 50381
4244 27330
3299 16309
18 0
8468 106617
15097 338161
9265 128140
10731 169137
5572 45751
13598 277284
19590 569471
213 73
10667 176368
17005 454853
3578 20848
11060 191211
9386 136899
14252 308715
8058 98914
5683 48361
233 88
1274 2510
7069 76194
7480 84065
15664 375349
17859 533534
12008 218274
6383 61258
2547 12947
14624 316109
5412 42394
1231 2173
11305 189173
11838 209765
13269 266708
9437 130065
9942 151965
5674 47272
19447 559975
11204 195566
19589 592695
12877 259075
6584 68283
1850 6164
3444 19224
2939 12699
18312 514040
18805 539468
8806 113669
5200 39570
14843 336992
8034 93198
16407 395786
567 479
11179 192853
4717 32969
1510 3335
14392 352293
19267 545822
18967 559350
14214 294829
11877 212159
5555 45643
13724 287927
14898 325459
10104 147235
5104 37672
10412 159256
5139 38479
9136 124699
10434 194175
5413 50369
7748 107035
19861 651762
2861 12038
7475 110490
10454 174297
2376 8351
10571 163174
9838 145919
2406 8563
14945 325410
12873 254769
16175 382063
16369 401371
11906 210126
9889 142722
14156 297581
4568 30514
140 41
16924 418512
12035 209831
7717 85633
11328 187613
6741 69330
6330 58650
2559 9599
7612 88198
14989 335063
9105 122044
19575 570887
5890 50806
8081 96245
12682 235554
10719 166774
2885 12240
18575 516855
10712 169607
5148 38923
9518 132590
17374 457898
9012 119065
14902 324527
18773 518319
5777 49010
4880 34717
11228 189944
11244 187352
17230 435156
6614 66746
2701 10863
6103 54127
14052 286261
664 688
1750 4391
16943 421861
7330 78548
12543 235782
5264 46239
18524 529605
5733 49113
15299 346639
9908 141402
19146 531658
17260 445676
260 120
15271 349005
14350 303752
8471 105850
5881 50809
18826 534127
3793 21503
16718 410068
16198 390075
4550 31278
201 95
3499 18317
16637 410515
596 546
19950 584536
574 487
17040 425911
5059 37213
6664 65706
13587 274771
14757 328049
2656 10194
18327 495406
7971 93694
9866 142001
18128 485566
8875 116819
15936 382029
7997 94624
8317 103064
17240 430847
5632 46721
12062 216927
13299 263040
2887 12254
9870 142811
9413 130016
14432 309577
4119 25088
2991 13132
2022 6174
18389 511639
9753 139066
13349 264979
2762 11303
2797 11571
15712 364770
15304 353674
16144 389890
17891 489479
2720 10844
11036 183005
18374 502433
18258 494018
7422 82442
8529 107876
9196 137124
14341 312421
8147 100384
7187 75925
19088 544210
5502 44161
5741 48413
1948 5643
14587 317445
3015 14521
2009 6107
1345 2797
2509 9758
3227 15568
15851 370916
5919 51210
19009 537711
3916 22845
15807 370780
1221 2232
17465 451743
6069 54697
17914 473767
14176 306925
12049 227706
10261 153304
7641 85614
14788 320621
5316 41332
10987 178808
14631 321573
8304 111711
17325 474910
7336 78071
7892 94852
15407 376852
10588 165171
15503 354356
19870 584800
19602 576513
11112 187261
4487 29527
9116 122219
15302 343697
1009 1502
4844 34941
1137 1944
14906 330976
9285 126883
14969 329299
15237 373875
516 409
7457 83038
11908 213228
16232 385584
6238 57328
9430 134245
12723 241138
10845 190509
13690 277472
7651 87973
19171 547828
14846 325057
18910 530254
16071 382495
13368 281883
11956 216985
17178 437196
16753 416582
11434 190866
12739 238442
8239 99107
2324 7900
3616 19423
10076 149145
4070 24437
6385 59854
12015 211348
5808 53148
13121 260824
6215 58166
8658 110895
11332 190872
14554 313107
13156 254291
19212 538779
15840 372112
19176 581525
3497 18592
5036 40014
16325 395335
19413 565551
8430 106701
10280 157778
8587 110063
5951 52177
2695 10945
4602 33576
10356 162958
14055 288415
15267 343885
6465 62060
15462 355915
16860 421556
7899 90984
2733 11208
19064 542340
8420 104407
160 42
14661 321749
11814 205215
4825 34039
3918 22231
16189 398801
9927 146156
14090 296085
3071 13907
134 29
3891 22039
5827 49500
6532 62023
18347 501964
17185 489660
17018 428295
2773 11397
13330 266591
13718 281046
10655 168825
3453 20237
16611 408717
1891 5412
4635 31533
18443 501605
17835 466447
17742 462164
9566 137041
15305 341089
14738 321151
11327 188554
11752 201307
16873 417691
11019 183195
18343 500208
9438 129046
18730 513583
13654 273925
15850 380957
9428 132198
10240 155506
11946 210712
8438 107055
3858 22441
12616 231873
8543 107359
15705 363621
8397 103523
10333 159520
11153 183751
13336 265457
16372 399211
488 348
5407 43897
9932 146477
1412 2953
570 500
4006 24038
17526 474922
1948 5508
18717 528040
10194 153723
299 144
16695 471934
8987 121297
19750 583147
17481 457149
17092 437908
3336 16715
10306 159805
17046 437330
14182 298177
7021 73105
4722 34053
15167 345046
16904 426875
14903 328915
10610 173935
10329 157084
8393 106485
15044 331518
142 41
19625 567657
336 184
1718 4393
8934 117341
14755 321230
7921 93440
9203 124760
355 190
16191 392886
19384 559231
17425 462561
9095 135325
13523 272045
5937 51955
16506 407065
15971 378741
151 35
13246 257717
19073 541900
15226 342809
19477 566938
1087 1808
1618 4024
10631 169316
11199 187740
14709 315202
1208 2192
16797 416593
2710 11182
5607 47589
16442 404404
5310 41642
19456 579914
7588 85397
14035 290183
3554 18453
8525 111275
17754 494919
8517 114288
10464 168398
10889 178596
19850 665287
7926 95058
4291 26812
17718 460827
5442 43802
17946 477632
2993 13614
10377 159676
6602 64024
8457 108736
3296 16142
6766 72900
4677 32736
370 236
15783 371029
13437 263635
2463 8939
19807 579462
10366 156926
12808 244954
9221 124303
11764 208524
1039 1614
16599 406191
18788 568641
18686 541439
472 585
12642 247928
12536 235249
14194 296202
14110 301755
12061 215638
11824 206830
18762 514222
13302 257094
13514 276031
4910 35489
11918 211759
19807 581812
1669 4058
6789 67924
7317 79123
7568 84034
12998 251508
6855 70034
6569 63020
4705 31988
13693 280037
8271 99345
1856 5061
16539 407596
1843 5010
4266 27225
5050 36688
13084 253085
6187 57785
12956 327094
14168 415290
4964 57923
14320 355397
10457 168400
13937 290297
17861 499775
5943 53355
9241 125747
17944 501720
4197 26091
532 443
728 854
1549 3552
3940 22835
9629 136637
8312 112480
18017 508390
16360 424745
14859 333581
1172 2105
8570 117431
15688 405352
6287 75478
3437 28991
6212 93465
10415 190002
16857 452500
18535 556983
459 346
3754 21337
730 823
16967 449826
7464 82379
1593 3755
12972 265200
14518 381089
10874 191318
5517 46113
19720 693002
10229 169756
14384 313492
16339 435591
6099 55081
12551 240173
8442 113650
2751 11050
8877 118558
4439 29337
10022 149865
1378 2858
1335 2560
18803 525210
12090 217967
16345 415632
10600 165546
11465 212002
2244 7701
133 46
15520 360856
10307 166078
2198 7136
3341 16379
19411 635747
17739 476735
4528 30442
14642 314918
1791 4870
19424 553346
10013 149890
8319 129006
19460 579024
14806 324457
6245 59996
1794 4787
5845 54990
17701 508321
4970 37190
7453 89757
14092 319210
5327 64652
15277 355773
10131 180860
1394 4660
19512 664270
18325 515731
6183 57830
3462 17642
17750 482026
784 939
13427 265457
7496 84198
16627 431827
3542 18896
12027 239099
7056 83036
7629 87689
14999 452422
658 976
11933 273419
15491 463484
6247 69822
9506 156041
17490 476486
17989 487577
4063 24237
7667 85120
12409 228528
5471 46985
8188 100663
18191 527332
2056 6105
6358 61072
18900 541903
5357 43613
13403 270051
9238 130943
12643 253275
19310 598114
6865 78884
11735 205573
6216 61051
14017 289564
19557 554808
8395 104049
16045 377955
8977 115938
15392 356761
6584 63048
7501 83075
361 197
3484 17497
2676 13830
11328 206564
12362 257636
165 42
11937 213460
6213 62005
14466 346089
6893 73572
61 16
8412 102081
16658 436353
8235 107062
6643 65110
10953 176854
3383 16656
2771 10969
18896 519113
8837 120185
11890 222701
1963 5812
17256 449917
3207 15175
14517 308862
7401 84240
16584 425454
8412 103264
2195 6940
16131 386110
5683 46995
4231 26459
11478 193912
18872 539914
2931 12520
2418 8860
1997 5899
17422 463234
6533 64878
5514 46672
7640 86127
16733 449787
17605 485353
6797 67673
1499 3324
60 5
10431 158935
17372 450875
17535 459424
3304 16306
11067 179342
7091 76308
8566 107836
8529 116265
17873 498337
15363 378435
6451 64130
19186 589681
3712 21312
12832 266210
3944 24778
16957 436666
8581 109601
2601 10067
7614 86247
12799 244746
8445 112396
17220 439021
18429 527056
5764 52723
5260 41375
43 3
13831 298864
9643 140594
3031 13711
14784 341139
7979 104034
11931 229421
11914 224515
1381 2970
11398 210904
9151 133311
1833 5067
9924 153901
16482 435254
19380 626582
694 801
10120 167171
8624 114593
11082 206082
936 1304
10873 184468
7787 90668
5757 48898
17649 511881
16269 680607
1616 5834
13350 352336
3972 43561
16795 594897
9256 237352
13895 357434
17939 522240
4129 25430
15717 394813
738 844
9791 140184
2567 9859
9135 139292
1102 1855
2539 9698
15344 366637
1354 2683
15236 353303
9103 121375
18088 495896
19 1
5996 54851
9335 132295
14962 347996
10297 157685
9155 158481
1030 3595
549 1017
1492 7979
1124 4354
6713 87540
8290 102391
10810 172893
859 1135
10258 156407
6020 53453
13353 262180
18779 536382
567 475
8864 122859
14972 332894
1133 1880
6788 67759
4402 28800
10695 168913
7141 75041
18889 523681
11916 210936
4831 35634
19730 577179
15289 346042
18758 546032
19728 598170
3727 20257
10800 178644
872 1119
3054 13846
19065 819721
17590 465272
17521 454457
8464 104891
10775 179072
17373 444905
6485 62059
3244 15279
3467 17927
15537 363053
19734 656722
13174 264069
18409 507257
15909 375029
16792 417271
15898 372344
915 1237
16652 553216
1491 3740
818 1273
1650 5652
10452 173007
19766 589362
8854 114111
242 100
13233 253601
16021 424183
3167 18383
6565 95937
10434 189391
16751 425949
12802 248416
4379 28239
1506 3358
19064 554329
6019 54095
13739 328880
9558 144624
12899 255053
13744 286270
2726 10921
661 645
7825 89264
11812 206088
9508 137452
18788 533352
11061 184596
3223 15131
3432 17522
7530 86823
2214 7114
4687 31856
17436 454374
6748 67107
10743 171838
14531 315269
2575 9948
16530 406764
18110 500875
1244 3617
9699 154431
2523 10039
19969 594253
6386 59967
10369 159031
15833 371305
18650 524877
14806 326264
16822 508921
942 1361
10543 188310
18206 492850
18537 503756
6709 67497
8989 118038
1794 4727
5520 47319
1838 6637
9556 139684
15401 350220
3012 13663
18213 485197
9561 134957
1356 2723
10227 153740
3276 15819
1967 5714
438 288
1439 3125
18632 516193
16220 398519
1459 3233
1737 4570
5116 39130
15352 347128
11104 182882
2153 6892
15689 363692
19192 544937
16951 434039
15300 347703
3650 19613
18751 543228
19415 567420
9444 132268
2692 10731
3260 15664
3656 19829
6477 62412
17815 475883
19862 581638
17401 449856
16698 411772
3393 16983
5140 39075
13279 270993
6634 64657
1023 1595
14607 318136
4592 31093
19832 582005
2779 11567
16154 385439
11617 199768
2473 9057
12376 227581
9826 167005
7176 77614
1236 2331
7430 82323
8960 118415
3083 14163
12511 235944
16035 377670
11271 188056
5601 46268
1841 5183
14008 292604
10129 157688
9423 138583
2292 7671
12586 240963
15371 348092
2203 7105
11542 199531
12890 241673
1679 4160
8725 112428
2770 11038
16283 395113
15897 378021
18670 523300
4619 32222
1707 4264
16371 439888
8120 104711
2022 6148
12220 231074
9351 131790
16782 430287
13959 302794
11233 197248
13039 259974
6792 67910
2150 7085
18951 537513
8599 112776
1826 5151
19714 582670
7520 83008
4702 33029
11458 203519
11722 213530
4320 27778
13074 257368
392 234
12552 238304
11367 197406
11059 186128
14496 313570
2665 10442
3645 19499
7468 82044
786 887
10806 171357
10968 181685
2594 10355
6302 58580
13376 339421
332 182
6109 55284
14200 303354
17274 447025
1681 4100
18943 540037
19757 593897
14248 306734
10241 156245
5724 48333
5549 47390
7821 90308
624 575
16076 389117
5232 40471
1379 2835
16942 428770
8866 116713
5968 55345
5922 52197
15275 361122
19617 613405
18247 702099
17401 469771
3114 14738
165 45
7346 85348
7001 113851
2990 21779
3482 29644
16178 422101
4533 31956
8205 101282
1255 2420
4735 34907
17327 447052
7970 93383
1104 1782
16869 430505
11700 209478
6732 66231
1150 2062
16489 405236
11537 198780
10090 150533
6537 65665
14018 289219
15068 342079
17996 487681
686 696
18079 484772
15019 331309
17080 428665
5498 44646
7479 83466
9897 146723
16609 417824
5915 51975
18692 521960
14889 331469
16798 429579
3168 14962
13639 273633
15749 373195
7219 77973
12559 232814
9224 126559
4763 34430
7774 88601
1132 1954
15517 366788
19883 586374
14316 314143
7368 82592
4300 26823
19350 556806
13476 280457
2798 11591
11010 180727
1777 7361
7899 92123
10721 176934
1497 3233
4496 30868
9721 140413
10114 151574
5261 40825
9594 136566
12574 253470
17257 442404
17916 482927
19347 554171
9790 140982
3397 17111
2857 12109
2335 7976
245 123
1677 4044
5574 45381
5503 48448
16870 432628
8141 97678
13456 267126
19152 552929
5652 47882
14670 321253
3495 18099
7487 83816
6994 71477
1620 3900
14351 326989
16962 429513
13910 290345
13615 280002
12152 219826
10418 159755
19122 551174
9694 141670
8785 113764
2770 11383
18045 488442
15481 360553
1280 2488
14084 296070
830 980
14761 329093
6806 68415
9459 137108
14952 356798
14970 349629
18957 552375
10138 155448
2595 10582
19239 564911
8142 111483
12323 244038
9286 127644
8078 100591
7697 87087
8850 117166
3853 22359
7771 89433
9722 140154
14870 330289
9912 147300
6170 58358
1792 4869
10399 161518
19461 569292
18116 488202
3604 18952
15391 360845
13370 263691
3191 15225
1139 1907
6801 67859
12656 236034
16392 407634
5688 48266
8348 106846
9740 142297
10741 173279
10988 178675
2441 9037
3512 18417
8341 103679
16479 402843
10382 158303
18989 539533
17946 481577
7020 76006
7895 93427
13934 288853
13747 282253
202 73
12293 228815
8904 117552
15736 384813
11494 199177
