n t
7336 49
12021 70
13483 77
19231 103
13036 75
9035 57
14570 81
8018 52
11351 68
4255 34
14626 82
578 13
16834 92
2560 26
17788 96
15130 84
11835 69
18013 97
7260 48
5231 39
7347 49
8367 54
7597 50
18182 98
3178 29
16430 90
5014 39
17879 97
5552 41
11522 68
19792 106
7907 51
1251 19
993 17
12108 71
9523 59
180 8
5161 39
2939 28
11895 70
6507 45
695 14
12964 97
18890 101
7192 48
6233 44
351 11
4341 35
9510 59
1262 19
17855 97
6529 46
12266 71
8231 53
3909 33
2484 26
13119 75
14040 79
18968 102
5224 39
11814 70
11437 67
5953 42
12271 71
4894 37
3276 29
19959 106
14805 83
6860 47
3277 29
19767 106
16850 92
14375 81
5385 40
1304 19
1096 17
12659 73
9086 57
9693 60
13211 76
8567 55
14130 80
14533 82
17014 93
6149 43
7515 50
11009 66
19793 105
10089 62
14457 81
12642 73
5864 42
11255 67
15746 87
16194 89
12324 71
15462 85
6577 45
2822 27
6384 45
6280 44
3742 32
13850 79
654 14
3172 29
6454 45
4421 35
19785 106
2546 26
15266 85
15314 85
13676 77
475 13
685 14
7702 51
7564 50
1369 20
19142 103
18907 102
17741 96
12337 72
10391 63
12008 70
1463 19
12639 73
10505 63
10135 61
13749 89
14607 82
1105 17
9189 58
3629 31
1940 23
7551 50
14099 80
1958 22
9063 57
15422 86
6487 45
11622 68
6506 45
9026 57
8244 53
16204 89
19196 103
14479 81
4154 33
1652 20
5027 38
3471 30
10017 61
12874 74
6719 46
5240 39
3218 29
1597 20
6090 43
11239 67
12281 71
13761 78
18361 99
357 11
10788 64
7756 51
19141 103
14686 82
6197 43
1562 21
1368 19
11962 70
15818 87
4314 35
1919 23
10714 64
11502 68
18716 101
15065 84
3556 31
11386 67
14990 83
18360 99
14497 81
1766 21
13779 78
3945 33
17715 96
17391 95
6631 46
5562 40
15459 86
17264 94
1121 18
5314 40
3387 30
11375 68
6345 44
18685 101
18375 99
8829 56
17245 94
5012 38
19283 103
11876 70
9009 57
1368 19
12434 72
5032 38
12711 74
14000 81
18767 101
11028 65
15687 87
942 16
6717 46
8328 54
5829 42
14655 82
10587 64
3969 33
11978 70
15289 85
1170 18
4372 35
13275 76
1800 22
14758 82
14456 81
6785 46
18540 100
11662 68
13330 76
6842 47
3018 28
1684 21
18319 99
4832 37
15611 87
13130 75
14657 82
19590 105
8147 53
2107 24
3214 29
12158 71
16673 91
10720 64
18269 99
15389 85
14467 81
4156 33
13004 75
12126 71
3632 31
9421 58
9134 57
16353 96
2463 25
4125 34
1057 18
1410 19
4575 36
15507 85
1219 18
18542 100
9250 58
8963 57
15109 84
12426 72
9595 59
18159 98
9119 57
7723 50
12864 74
8733 55
6161 43
11051 66
15886 88
17871 97
4361 35
18432 99
18912 101
4526 35
9130 57
4413 35
12093 71
9293 58
5863 42
15801 87
1885 22
4649 42
17421 95
4542 35
3325 30
19971 106
2103 23
7331 49
1801 21
5327 40
2062 23
5264 39
12470 72
18029 97
2808 27
1100 18
13556 77
3785 33
1885 22
11551 68
16280 89
9906 64
10747 65
9434 58
8380 53
19510 105
7999 51
16711 91
8671 55
5577 40
10683 64
15764 87
15541 86
10757 64
16458 90
13854 78
5375 39
8256 53
3572 31
920 17
553 13
5758 42
19443 104
15515 86
14817 83
11684 69
793 15
9520 59
3658 32
3364 29
7312 49
1757 22
5556 41
9004 57
8000 52
3717 32
11798 72
17340 94
16151 88
13148 75
19604 105
9400 58
12073 71
13957 79
13370 76
7763 51
1346 19
4004 34
3573 31
4576 35
13115 75
4611 36
13919 79
13960 79
6492 45
19079 102
15921 88
5325 39
19899 106
15076 84
723 16
16472 90
7421 49
6156 43
19147 103
11203 66
15233 85
11441 67
8879 56
5751 42
15129 84
17929 97
2144 24
16963 93
25 5
832 16
17027 93
7964 53
2663 27
3116 29
18302 99
4061 33
6514 45
2477 25
2915 28
12650 73
5999 43
4133 34
7970 53
6651 46
12807 74
14813 83
12385 72
5944 43
10837 75
3110 29
7010 48
12371 72
7127 48
8797 56
8833 56
1542 21
10894 65
17757 97
10701 64
10414 63
17661 96
18698 101
11988 70
9217 58
18971 102
6819 47
3703 31
12014 70
10159 62
12877 74
70 6
17652 96
14466 81
82 6
17684 96
18698 101
3563 31
19762 106
14297 80
3648 31
18240 99
12421 72
13408 77
7781 51
1275 19
10555 64
15440 86
7751 51
18106 98
6843 46
8701 55
388 11
6447 45
13947 79
17241 94
12831 74
11524 68
2185 25
18981 102
18656 100
803 15
17947 97
103 6
4734 37
221 8
9927 61
19249 103
18042 97
5078 38
2415 25
4799 37
2109 23
14776 83
14149 80
10085 61
9564 59
14605 81
14506 81
19305 103
71 6
9314 58
12675 83
11524 68
14336 80
2934 28
7390 49
63 6
3694 32
4716 36
16706 92
15548 86
6118 43
16231 90
18694 101
8539 65
3543 31
16988 93
3508 31
15986 88
6177 44
2237 24
12537 73
19808 106
14925 84
6841 47
18540 100
1844 22
84 6
7298 49
14276 80
14775 83
378 10
3245 30
7534 50
16613 91
2862 28
3979 33
10566 64
8812 56
16153 89
7563 50
4173 34
1992 23
170 7
11259 67
10666 64
13003 74
18948 102
16643 91
6700 46
9463 59
12159 71
10095 61
10716 64
1794 22
16087 89
11890 69
17097 93
18800 101
18108 98
5391 40
1016 17
17318 94
4326 35
2722 27
12173 71
5389 40
17241 93
2482 25
12599 73
10551 63
501 13
415 11
12851 74
17869 97
18689 100
11358 67
6225 44
4148 34
9130 57
16785 92
8968 56
90 6
12468 72
19644 105
7313 48
7934 52
12642 73
12131 71
19118 103
3263 30
10988 65
12539 73
17039 93
13119 75
19615 105
8561 55
7683 50
19612 105
12505 72
15631 87
1626 22
7413 49
14541 82
17129 94
4231 34
3071 28
13399 77
10863 65
393 11
2486 26
11085 66
3291 30
15130 84
4978 38
12206 71
19227 103
3291 29
12077 70
5194 39
5544 40
1368 19
6831 47
1166 18
7240 49
10484 63
11075 66
12574 73
15006 84
11535 68
3054 29
9173 57
12181 71
1154 18
19539 104
4387 35
15634 87
18125 98
11981 70
5250 39
5150 38
9024 57
4617 36
4772 37
17237 94
19007 102
1895 22
2486 25
6106 44
7806 51
18916 102
258 9
8728 56
16940 93
14518 81
4390 35
3820 32
12812 74
4317 35
19256 103
1097 18
5936 43
818 16
9824 61
18251 99
16764 92
4897 38
17023 93
10635 64
14062 79
17766 97
670 14
1368 20
6360 44
5122 38
17488 95
3448 30
13595 77
8121 53
10310 62
10908 65
10113 62
13186 75
13347 76
13803 78
18371 99
8911 56
9480 59
9296 58
9106 57
3448 30
10533 64
13771 78
19583 105
1996 23
8737 55
12631 73
19408 104
9064 57
880 16
13276 76
3175 30
5920 42
13747 78
296 10
10131 62
7867 51
11876 70
3221 29
10634 64
19777 105
7205 48
4252 34
3143 29
18696 100
6374 45
18211 98
17550 95
10727 64
17418 95
3099 29
9347 58
10225 62
13555 77
18863 101
5475 40
18955 102
9671 60
6603 45
16417 90
11839 69
16775 92
2180 24
11613 68
12782 73
15294 85
10280 62
8429 54
8867 56
11734 69
19663 105
5824 41
19346 104
6557 46
4299 35
3694 31
15604 86
9956 61
7361 49
13547 77
11834 69
18486 100
18490 99
2366 25
11193 66
13878 79
17086 93
3735 31
6122 43
19975 107
10507 63
16019 88
15995 88
16945 92
19839 106
18253 99
7977 51
11503 68
7674 50
3303 29
18345 99
4625 36
16123 89
19075 102
14153 80
1424 20
11035 66
15591 86
8580 55
10570 64
9786 60
17886 97
13021 75
17469 95
7862 60
15808 87
19002 102
4729 37
19567 105
15789 87
6520 45
890 16
1448 19
4919 38
8027 52
3656 31
3479 30
16530 90
3154 29
19995 107
17378 117
8453 54
14338 81
17200 94
18665 100
18536 100
5328 39
6579 45
2856 27
18091 98
4729 37
9285 58
7027 47
8151 53
18661 101
19 5
3702 49
9049 57
15198 85
8111 52
7120 48
424 11
10780 65
19269 115
17046 97
3628 37
6475 46
4229 35
10725 67
11622 71
7371 51
10092 64
8418 56
7082 50
1500 22
1284 19
11895 72
7415 51
19570 105
19805 106
3947 33
8885 56
19105 102
10104 61
3774 32
15224 85
7791 51
6641 46
15906 88
4685 46
2369 25
3707 32
604 14
2864 27
7876 52
19809 106
1243 19
5108 39
8226 53
16473 90
17014 93
17961 97
15197 84
17750 96
17328 94
6983 64
497 23
6854 47
19534 104
14823 83
10966 65
17985 97
10848 65
8030 52
14674 82
13107 75
13752 78
18434 99
13248 101
3874 33
17145 94
15240 85
2587 27
11037 68
3048 29
12287 74
13217 78
5866 42
13120 75
16974 93
18177 98
19785 105
6799 46
12653 73
9007 57
2119 23
19762 106
16297 98
13853 78
2756 27
14139 80
589 14
14889 83
11824 68
2853 27
5235 39
19790 106
15596 86
9317 58
16089 89
18839 101
5179 39
10988 65
6833 46
14891 83
7730 51
494 12
2273 25
12394 72
7321 49
19033 103
18479 99
12875 74
7712 51
10948 65
17274 94
3977 33
12620 73
6028 42
10852 65
5125 38
6805 46
12540 73
8115 52
6218 44
19332 104
9662 60
13883 78
10149 61
7516 50
14109 80
13765 78
5848 41
10360 63
2156 24
11595 68
2556 26
18224 99
3705 32
5937 42
6560 45
13502 77
15669 86
469 12
1766 22
6600 46
10872 65
6279 44
16420 90
9376 58
14925 83
7489 49
16702 92
19844 106
3175 29
7682 51
11087 66
5876 41
12037 70
13267 76
2060 23
2945 28
12056 70
14690 82
2949 27
8916 56
14884 83
12021 70
18153 98
11209 66
14479 81
12854 74
12532 72
18008 97
16305 90
16474 90
15731 87
8248 53
8342 54
12271 71
2577 26
8107 53
6757 46
19308 103
8398 54
18887 102
5594 40
464 12
1823 23
2533 27
14771 83
980 17
509 12
16035 89
1726 22
19825 115
15822 87
19828 106
1694 21
10303 63
6647 45
3913 32
646 14
4228 34
19830 106
1913 23
13887 79
13279 75
15601 86
1664 20
16005 88
7245 49
8785 56
14195 80
8268 53
4839 37
11765 69
17888 97
5276 39
6588 45
2088 24
5330 40
8174 53
3200 29
5865 42
9549 60
16350 90
17986 97
8181 53
15240 85
404 11
3909 33
6317 44
10064 62
18782 101
18261 98
8794 55
4826 37
6121 43
1727 22
9120 58
19541 105
16746 91
10980 65
19083 103
10486 63
4519 35
8082 53
2371 25
19514 105
15063 96
15840 87
8234 53
15892 88
2247 24
13544 77
11771 69
5675 41
18587 100
17993 120
11152 66
9228 57
1581 20
7754 51
19076 113
4603 37
9047 57
482 13
12319 72
5877 42
50 6
11123 66
4460 35
3774 32
12327 72
12960 74
10682 64
12510 72
5364 39
13242 76
13232 75
3391 30
3360 30
15768 87
5349 40
5466 40
14016 79
3238 30
4949 38
15619 87
10935 65
10768 65
12316 71
8217 53
2950 28
13669 78
5457 40
12869 74
5312 39
18244 98
8491 54
5391 39
7832 51
7909 51
9388 58
17779 97
17225 93
16396 90
2771 27
9498 59
1647 21
8456 54
5808 42
17201 94
10651 64
4125 34
11819 70
1206 19
7162 48
17726 96
18769 101
11577 68
17777 97
17976 97
5735 41
14677 82
6047 43
9537 65
6240 44
15811 87
16306 90
17591 96
8821 56
14400 81
7395 49
19034 102
9294 58
10204 62
5044 38
10637 64
12708 73
16985 93
3283 29
10106 61
15303 85
2280 24
11265 67
7235 49
12630 73
17223 94
226 9
7874 51
18230 99
17533 95
2687 27
19683 105
1952 23
9245 65
3939 33
6826 47
17961 97
11657 68
5226 39
14799 83
4627 36
16744 92
89 6
6368 44
14202 80
16511 91
9050 57
13330 76
4914 37
11235 67
16897 93
19615 105
802 15
4281 35
18384 99
11522 68
5155 38
3384 30
16406 90
11399 67
14791 83
15202 84
1913 23
8349 54
18322 99
7772 51
14483 82
3337 29
16363 90
19901 106
6390 44
19540 104
6110 43
6039 43
16873 93
6075 43
9408 58
11689 69
4828 37
7630 50
14598 82
28 5
1939 23
16675 91
4833 37
2454 25
9286 58
2926 27
16304 90
3339 30
6303 44
10568 64
203 8
3135 28
2937 27
13284 76
1506 20
8178 53
9058 57
10615 64
15472 86
163 7
1249 19
17374 95
14631 82
18699 101
9294 58
10844 65
15877 88
16338 90
19525 104
10756 65
10452 63
15135 85
17622 102
9419 58
1476 20
4485 35
12653 73
14732 83
3742 31
13268 76
14414 81
1266 19
5479 40
2674 26
5056 38
15521 86
12296 71
15622 86
3987 33
4904 37
16350 90
14759 82
2755 27
8128 53
12853 74
16124 88
5830 42
9669 60
15048 84
14805 83
14663 82
4677 36
19571 105
3255 29
16198 89
18160 98
3005 28
8528 54
10197 62
8190 53
14956 84
6253 44
6736 46
8288 53
8597 55
4308 34
2321 25
3856 33
11954 70
16856 92
10988 65
16002 88
19899 106
10166 62
3942 33
4164 34
10996 65
15544 86
18558 100
11197 66
10573 64
3978 33
12926 75
7775 51
18448 99
5834 41
616 14
12996 75
18160 98
8026 52
2406 25
77 6
448 11
9091 58
9237 58
9707 60
6822 46
16458 90
11001 65
6712 46
16136 89
13027 75
10056 61
6478 45
15027 84
14902 83
5905 42
16668 91
3889 32
6784 47
5589 41
6971 47
16467 90
7124 48
16872 92
16083 89
10804 64
19653 105
3971 33
14567 82
15704 87
12972 74
19881 106
16234 89
15551 96
7191 48
3081 28
14912 83
16156 89
4080 34
13480 77
13871 78
16164 92
253 8
12820 73
11709 69
9105 57
208 8
9790 60
11451 68
16660 92
15672 86
19464 104
16537 91
13022 74
5535 41
17354 95
12653 73
14114 80
1367 20
6193 44
9376 59
16317 90
1884 22
11490 68
19934 107
11515 68
3240 29
14390 81
15904 88
3737 31
13077 75
4048 33
13418 77
344 11
3564 31
4728 36
6297 44
6567 45
8988 57
3774 32
10229 62
6061 43
10980 66
216 8
4388 34
59 5
10957 65
8866 56
11601 68
9515 59
19767 105
8888 56
16764 92
8213 53
16890 92
1071 18
19262 103
2690 26
18488 100
18228 99
10471 63
12743 73
14325 80
10429 63
4703 36
12209 71
18534 114
12617 73
18775 101
11678 68
8024 52
1760 21
11644 68
14477 81
1423 19
5093 38
10630 64
11199 66
7727 50
4518 35
6695 46
6899 47
1188 18
14369 81
16545 91
3229 30
3457 31
11016 66
8030 52
9063 57
15320 85
18956 102
2017 23
12181 71
8256 53
11580 68
17727 96
7372 49
18057 98
4343 35
11596 69
16819 92
14142 79
15163 84
10429 63
4483 35
10544 64
15356 85
2608 26
16022 89
17057 92
18841 101
1148 18
1731 21
5221 39
7030 48
1963 26
19437 104
16106 88
18246 99
17429 95
4072 34
12153 71
16916 93
14722 83
10121 61
8671 55
11692 69
1025 17
2828 27
11966 76
13642 77
12423 72
18277 99
1624 21
1031 17
4514 36
11564 68
4586 36
13501 77
12341 71
1649 21
10271 62
5270 39
438 12
12186 71
11201 66
1018 17
5892 43
10347 63
19558 105
8640 55
8833 56
10867 65
10823 65
7000 47
6094 43
16912 92
15491 86
9928 61
8946 56
11388 67
18502 100
19331 109
17019 92
9981 61
1147 18
15957 88
10219 62
10698 64
15111 84
14205 80
4989 38
13158 76
13871 78
14072 79
19320 104
4115 37
14132 80
11618 68
19975 107
9637 59
11761 69
19241 103
16441 90
8247 53
15846 87
2828 27
14036 79
992 16
7424 50
19450 104
15428 86
18489 99
13155 75
6022 43
3607 31
11501 68
235 9
17421 95
3308 30
17576 96
9906 61
12359 72
18364 99
12625 95
470 12
3942 33
4846 37
10897 65
19312 103
2798 27
10941 65
8889 56
9651 60
2717 27
19257 103
5450 40
19310 104
5349 39
9776 60
8864 56
6115 43
15843 88
2569 26
1953 23
12487 72
3083 29
18956 102
7685 50
5690 41
15817 87
9469 59
102 6
17876 97
12516 72
14450 81
18005 98
14312 80
1505 20
15990 88
17110 93
2568 26
1225 18
16461 91
10277 63
4104 34
13802 78
10027 61
19077 102
16866 92
5880 42
962 16
11483 68
13761 78
16997 93
12981 74
11765 69
730 15
17919 97
3263 30
1534 21
165 8
4146 34
6470 45
14513 82
16137 89
1914 27
8020 52
8550 54
13111 75
11422 67
17761 99
10481 63
12097 70
16338 90
4876 37
16851 92
9650 59
16971 93
14790 83
11740 68
10572 63
8046 52
2492 25
13089 75
11583 68
12750 74
8378 53
15625 86
13541 77
3945 33
15149 84
10245 62
18959 102
11565 80
9316 58
7269 48
10376 63
213 8
9825 60
11029 66
19493 105
7070 47
11906 70
14691 82
4129 34
610 14
17715 96
5216 39
7800 51
2126 24
19625 105
12351 71
14815 83
4377 35
18085 98
11880 75
14158 79
5911 42
19464 104
6071 43
9909 61
138 7
18758 101
12505 72
6880 47
6131 43
13128 75
12080 70
13579 77
1905 22
16324 90
2419 25
16111 89
772 16
918 16
17580 96
8090 53
14179 80
12936 74
15507 86
3513 31
7541 50
3020 28
1025 17
16170 89
12469 72
9745 60
7637 50
5093 38
7463 49
16889 92
13597 77
14028 80
19846 106
18850 101
5275 39
2003 23
6779 46
6100 43
18765 101
4963 38
5826 42
5677 41
14745 83
149 7
2060 23
19118 103
15776 87
7199 49
17684 96
364 11
10715 65
8338 53
12944 74
2947 28
13888 79
10330 62
11902 70
10573 64
13445 77
8623 55
3012 28
6639 46
10140 62
19467 104
6196 44
14725 82
6748 46
109 6
8038 52
17669 96
15556 86
8743 55
7842 51
317 9
15839 88
10606 64
2813 27
4172 34
7651 51
7606 50
4139 34
5201 39
5288 39
6127 43
15917 88
12674 73
10745 64
12026 70
7434 49
13207 75
14021 80
15859 88
3063 28
2787 27
16574 91
2888 27
4222 34
15678 87
12508 72
17680 96
3856 32
5447 40
13799 78
16300 90
11243 67
15040 84
4796 36
6921 47
12939 94
7170 48
3499 30
6741 46
3396 29
8724 56
333 10
9076 57
8888 56
14534 81
17408 95
12903 74
11280 67
15251 85
3981 33
8981 57
9142 57
2297 25
17069 93
14910 83
16246 89
5123 41
8284 53
16744 92
9621 59
7791 51
19623 105
10811 65
17336 94
9407 58
735 15
12532 72
4302 35
7309 49
11396 67
3053 28
5745 42
3914 33
9497 59
15729 101
3363 30
18355 99
17010 93
5011 38
15288 85
6146 43
1038 17
8000 52
19477 104
2364 25
13161 75
13535 77
5171 39
12554 72
291 10
3599 31
5443 40
19301 103
18030 97
6865 46
4896 37
8144 53
15472 86
11156 67
13180 75
8341 54
6254 44
2322 25
9502 59
13157 76
15124 84
3922 32
6508 67
14081 80
6974 47
5345 39
4501 35
8985 57
15890 88
7164 48
6320 44
5337 39
14025 79
4278 34
3974 33
12879 74
911 17
7002 47
6930 47
10232 62
6996 47
7976 52
12763 74
12335 72
8622 55
18756 101
5265 39
18296 99
14630 82
3646 31
3876 33
9429 58
14357 81
13928 79
10295 62
6304 44
10523 63
5341 39
17233 94
2390 24
17118 93
12322 71
17527 95
11595 68
18252 98
9207 57
18828 101
13806 78
788 16
5342 40
10776 65
16024 89
16235 89
9753 59
2252 24
9564 59
13742 78
9553 59
9515 59
11267 67
16101 89
5904 42
13283 76
10610 64
3756 32
15929 88
10449 63
19395 104
7405 49
15821 87
1948 23
7951 52
13249 76
14622 82
5763 42
17387 95
9163 57
16563 91
15100 84
8882 56
13836 81
4955 38
7824 51
13732 78
4697 36
13741 78
19010 102
12277 71
7830 51
17137 93
15991 88
12388 72
7580 50
5004 38
5295 39
371 12
6363 44
9147 64
5393 40
11666 69
14865 83
11305 67
8001 52
8020 52
1979 23
12554 73
6115 44
19648 105
17440 95
12136 70
2424 25
11037 66
15905 88
18871 101
15587 86
11909 70
9804 60
6668 46
10365 63
1504 20
11719 69
14803 83
13214 75
5633 41
7935 52
17671 96
7900 51
15953 94
15174 84
18729 101
15240 84
19244 103
3788 32
715 15
15689 87
12195 71
15009 83
12031 70
19028 102
2775 28
19242 103
19999 106
13227 76
5295 39
5685 41
2627 26
17846 97
3313 30
6903 47
5731 41
10642 64
8605 55
19787 106
6676 46
6480 45
6620 46
13974 79
19450 105
4838 37
10271 63
12797 74
3747 31
4960 38
12904 74
5211 39
19607 105
11761 69
16895 92
1651 21
16150 89
18546 100
17564 96
5859 42
7266 48
13710 78
4596 35
14801 83
16038 89
16424 90
17780 97
3318 30
15189 85
9171 57
11777 69
6933 47
16494 91
11969 70
105 6
10658 64
14559 82
16690 91
15721 87
11664 68
13650 77
16316 90
4734 36
2662 26
17733 96
10781 64
16167 89
13071 75
4319 34
9702 60
1379 19
11399 68
7787 51
5254 39
4851 37
6761 46
17695 96
2454 25
17010 93
8772 56
39 5
11554 68
4892 38
11732 69
10401 63
19878 106
6084 43
6505 45
12104 71
322 10
19314 104
9246 58
13598 77
11020 65
1409 20
1141 18
4261 35
10255 62
2896 28
17249 94
7689 50
15763 88
2411 25
16650 91
15410 85
2067 24
14024 79
7325 49
1735 21
170 8
1082 17
7649 51
3297 30
5578 41
834 16
15095 84
2554 27
11726 69
15447 86
19749 106
10999 66
4207 34
643 15
19573 105
343 10
15062 84
17388 95
19584 105
8111 55
550 13
19780 155
18703 101
11045 66
14314 81
5542 40
10609 64
1699 21
1850 22
17618 96
7021 47
17276 94
59 5
9503 59
5299 39
3148 29
7056 48
17506 95
9088 57
8771 55
17267 95
7527 50
15478 86
2125 24
8370 54
8020 52
6359 44
13319 76
6112 43
14411 81
19100 103
5828 42
31 5
8938 57
19197 103
6895 47
6485 45
7184 49
7255 49
9265 58
4271 34
18577 100
1056 18
2309 25
4500 49
2416 25
10834 65
13004 74
5353 40
11241 67
8733 56
13262 76
544 13
19800 106
16686 91
8566 54
18073 98
18344 99
8014 52
4443 35
18639 101
8235 53
4992 38
13507 77
8837 55
8083 52
17865 97
70 5
10040 61
9720 60
8356 53
12548 73
10480 63
19083 102
15727 101
2341 25
9343 58
6577 45
10669 64
